empty,1, ابو عايض بالله ادعم تغريدتي الي تخص نمر النمر وهي احتفاليه طبعا اذا رايت انها تستحق,sarcasm
empty,1, الخارجيه_الايرانيه_تهدد_السعوديه الشرع يمشي على النمر وعلى غيره وان زعلت ايران نرضيها ب جثمانه ,sarcasm
empty,1, السلام عليكم تبين تجين مع نمر النمر ,sarcasm
empty,1, الشعب السعودي والله محد جاب خبركم واول مره ادري انو فيه عائله بالسعوديه اسمها النمر جمع نمور ,sarcasm
empty,3, المضحك ان يقولك ان اعدام الشيخ نمر النمر شان سعودي داخلى زين وتدخلكم في سوريا واسقاط نظام الحكم هناك شنو تسمونه ,sarcasm
empty,1, الي يقول النمر شهيد انزين والباقي الي اعدمموهم معاه ليش ماقالوا عنهم شهداا,sarcasm
empty,1, ايران السعوديه ستدفع الثمن غاليا نفس التصريح يوم دخل الجيش البحرين و اليمن وعندما تم القبض على النمر ا ,sarcasm
empty,1, ايران للسعوديه اعدام النمر بيكلفكم ثمن باهض السعوديه لايران اعدمنا النمر خلونا نشوف تهديداتكم عظيم ,sarcasm
empty,1, بدات اشك هل نمر النمر جنسيته سعوديه ام ايرانيه ,sarcasm
empty,1, تنفيذ_القصاص_علي_47_ارهابي هذا حكم الله ي جماعه خشت نمر النمر كسرت خاطري وبذات يوم رموه بسياره الشرطه ,sarcasm
empty,1, راس المجرم زهران علوش مقابل راس النمر اليس كذلك ياهديل السعوديه تحارب الارهاب ههههه ليش هو الارهاب شنو صيني مثلا,sarcasm
empty,1, سالت ايها النمر الوردى فاجابك سيف اسد السنه سلمان حماه الله نمر_الجحش نمر_النمر ايران,sarcasm
empty,1, سياسيون ايرانيون النظام السعودي سيمحى من التاريخ بعد اعدام النمر الا شاخبار عاصمتكم العربيه الرابعه تنفيذ_القص ,sarcasm
empty,1, فاطمه لك مستقبل تكتبين شعر فيه قفشات من تغريداتك كاني اقرا شعر غزلي مو عزا لنمر النمر,sarcasm
empty,1, ليتني هناك كان ارقص على صراخهم ,sarcasm
empty,1, مفتي سوريا ما قصدوا من اعدام الشيخ النمر الا جر ايران الى حروب فرعيه حتى ننسى قضيه فلسطين ههههههههه قات مغشوش ما ,sarcasm
empty,1, نمر النمر كان يتساال بكل سخريه واستهزاا وين جند نايف وين ضباطه وين مخابراته فجااه الرد مختصرا ,sarcasm
empty,1, ي جماعه وجه النمر كسر خاطري مادري ليه,sarcasm
empty,1,رده فعل هتلر بعد صدور حكم القصاص على نمر النمر ,sarcasm
empty,1,ضريبه الولاا الحيدري الشيخ نمر النمر ,sarcasm
empty,1,يحشرون ان شاا الله مع نبيهم ابو لؤلؤه المجوسي ,sarcasm
M666313562076356608,1, اسف انا مدهر احسب اني ارسل الى الامير محمد بن سلمان والله اني على بركه الله,sarcasm
M666255807013642240,1, شوي شوي يا محمد بن سلمان,sarcasm
M666260927273172992,1, مجتهد من 2011 نفس الاخبار اللي كان يقوله عن متعب بن عبدالله الان يقوله عن محمد بن سلمان فقط غير الاسماا ,sarcasm
M666175927538331648,1, ملتقي_شوف كل هالتعب والسنابات والدرر اللي نقدمها ولا وصلتني دعوه بنمشيها لعيون محمد بن سلمان,sarcasm
M666186790487916544,1,من روائع وزير الاسكان كن_فكر_وارضى_باقل_من_150_متر محمد_بن_سلمان_يتونس_على_الشعب فعلا شعب يستحق الطقطقه,sarcasm
M667617681491763200,13, اسد على داعش وعند حزب الله نعامه Read ,sarcasm
M667629738987515904,1, الدوله الايرانيه في العراق والشام داعش,sarcasm
M667620027328237568,2, القبض على خليه في الكويت تزود داعش بالصواريخ هههه يا للسفاهه يعني يشترون الصواريخ من سوق المناخ ويرسلونها بالبريد الى داع ,sarcasm
M667634911818465280,1, المفروض داعش تسوي هيئه امم اسلاميه متحده وتعرب عن قلقها لما يحدث للمسلمين في الغرب,sarcasm
M667621596065042432,1, انفجار برج البراجنه في توقيت مباراه منتخب لبنان انفجار باريس في توقيت مباراه منتخب فرنسا معقول داعش بيكرهوا الفوتبول ,sarcasm
M667622921582546944,3, بعد دراسه مطوله لخفايا داعش استنتجت اخيرا انهم زي المتشددين اللي لابسين اسود في مسلسل الارض الطيبه شرايكم ب استنتاجي ب اخ ,sarcasm
M667623282988961792,1, جمعه_مباركه حادي بادي كرمب زبادي سيدي محمد البغدادي اغاني زمان اهو البغدادي كبر وبقى زعيم داعش فين ايام الطفوله الجميله,sarcasm
M667638518873792512,1, داعش لو فيها خير كان فجرت مصنع الطقطيقات,sarcasm
M667634690921246720,1, داعش وحزب الله نفس الشيا سوبهااان الله,sarcasm
